'VIRGINIA ALICIA', 'BALASTEGUI PRINCIPE', '1920-07-18'
'ABDOULIE', 'GARAIZAR FAMILIAR', '2001-10-14'
'DIANA ALICIA', 'EL BOUANANI SUMMERS', '1951-12-05'
'FLORIN CORNEL', 'FORNAS COELHO', '1964-03-27'
'DIEGO ALEXIS', 'HAMADA LAYNEZ', '1979-11-09'
'PAULA MAR', 'FERRACES LABAJOS', '1946-12-09'
'ANGEL MAURO', 'EL BANNOUDI MUJIKA', '1978-02-02'
'DAVID OLIVER', 'MAZARRASA ALFONSO', '1998-05-19'
'MINERVA MARIA', 'OQUIÑENA MAGARIÑOS', '1929-12-24'
'LIHER', 'CASABELLA GOROSABEL', '1947-08-21'
'YOHANNY', 'CEBRIA TRAMOYERES', '1952-09-22'
'EDUARDO MARIA', 'ARCHAGA CASASOLA', '1930-08-28'
'SILVIA ANDREA', 'DE SOTO LOPEZ DE ARMENTIA', '1948-11-26'
'JENNIFER ISABEL', 'COTANDA SURIAN', '1966-06-21'
'MARIA IRANZU', 'CONEJO SAIFI', '2010-04-25'
'ISABEL ALICIA', 'CHOVER CARBAYO', '1967-11-28'
'KEBBA', 'BODON BORDE', '1948-08-06'
'TAIMOOR', 'MASCARAQUE CADIERNO', '1979-05-18'
'ANA DESAMPARADOS', 'MANZANEDO RABADE', '1935-04-18'
'PEDRO HENRIQUE', 'SANJAUME BAKALI', '1991-12-23'
'NILDA GRACIELA', 'COTEA DULGHERU', '1978-06-13'
'CONSTANTIN VALENTIN', 'STATE PAJERO', '1933-10-03'
'ANGELICA LUCIA', 'BERMEJO SACEDA', '1986-11-16'
'ERIKA SOFIA', 'MIMBRERO BEN MOHAMED', '1918-11-14'
'LUZ NATALIA', 'GHAZAL RAMIL', '1986-08-02'
'ANDRES CORSINO', 'PALMER ALDOMAR', '1964-05-30'
'KATHLEEN', 'IPARRAGIRRE MESTRES', '1963-04-04'
'CRISTHIAN JESUS', 'GUINOT GARRAZA', '1995-06-03'
'ADOLFO GUSTAVO', 'CAMBARA CASTREJE', '1993-07-04'
'ARCENIO', 'DERRAZ KONATE', '1968-10-23'
'MARISELA', 'CEBEIRO BUENOSVINOS', '1954-01-24'
'COLIN EDWARD', 'TREMIÑO AJILA', '2014-09-07'
'SAMUEL AARON', 'GARRETA ANTA', '1963-01-09'
'CHRISTIAN ALFONSO', 'REPILA GALDAMEZ', '1938-12-26'
'JOAN RICARD', 'BUJIA TRONCO', '1954-10-14'
'MIRCEA CATALIN', 'ORENGO MARQUEÑO', '1941-03-25'
'ANGELA DIANA', 'CUNDINS CARIDAD', '1976-07-27'
'MUZAFFAR', 'CASCAJARES MILA', '1944-04-30'
'JESUS PASCUAL', 'BURTON ABASCAL', '1950-10-31'
'JOANA PATRICIA', 'TRONCHO FILIGRANA', '1963-11-05'
'GABRIEL CLAUDIU', 'ILLESCA DEBON', '1970-11-21'
'FREDDY JOSE', 'ESCOLANO TADEO', '1981-06-18'
'JULIO NICOLAS', 'ESCODA DEL BLANCO', '1974-12-27'
'YUXIA', 'ILLA PETROVA', '1941-05-06'
'CLARA ASIS', 'BUENAVENTURA PADUA', '1969-02-20'
'RBIHA', 'VALDIZAN CALVARRO', '1958-04-30'
'CRISTINA LEONOR', 'MARTIARTU ESPLUGA', '2015-01-14'
'EVA CANDELARIA', 'MINCHEV ARBIB', '2011-05-05'
'RODOVICA', 'USAGRE EIRO', '1954-08-10'
'DOMINGO PEDRO', 'RICE PLANCHART', '1937-10-05'
'MILAGROS SOLEDAD', 'PEREZ DE HEREDIA MENDIETA', '1951-07-07'
'FLORIN COSMIN', 'PEDRO CARPI', '2010-05-31'
'CLAUDIA MARIA', 'SERB TERRADES', '1967-06-09'
'ANDRES GABRIEL', 'COMPADRE FAUSTO', '1940-12-23'
'CATALINA ASUNCION', 'IZNAJAR MOLINO', '1937-09-28'
'ALEXANDRA ISABEL', 'ARESES FAULKNER', '2006-04-19'
'EDUARDO DIEGO', 'DORCE LIZANDRA', '1964-11-24'
'RUI JOSE', 'TABERNILLA CALZAS', '1945-07-09'
'RODICA CRISTINA', 'ANTEZANA REGUILLO', '1934-08-21'
'JOSEFA ELOISA', 'CASASNOVAS BALLADARES', '1931-05-28'
'MILAN', 'GUTA FRADEJAS', '1982-03-15'
'ADRIANA NOEMI', 'CHIA TEROL', '1991-07-05'
'RAFAEL EUGENIO', 'MANZANEQUE PIVIDAL', '1948-01-07'
'GLORIA MERCEDES', 'PRECUP TRAVESEDO', '1985-04-20'
'POMPEYA', 'SEJAS PARAMO', '1950-01-31'
'GERARDO DAVID', 'TELLETXEA UFANO', '1984-05-20'
'JENIFER PINO', 'TEIJEIRO GALBAN', '1989-08-06'
'LUIS ESTUARDO', 'PUPPO YERN', '1952-08-30'
'JOSE LUIS ANGEL', 'STEFANOV SALORIO', '1968-11-28'
'AHMED MOHAMED', 'PIRELA MONTORIO', '1929-09-12'
'YAVOR', 'CHARNECO CAMPINS', '2007-05-17'
'ALEJANDRO ADRIAN', 'JANSANA CORREDOR', '1953-07-14'
'MAMADOU LAMARANA', 'NUNES TIJERIN', '1929-06-21'
'HECTOR AUGUSTO', 'DE AGUSTIN SAGARNA', '1937-11-30'
'ADRIANA BEATRIZ', 'GORROTXATEGI BELTRAN', '2009-06-12'
'CARLOS AUGUSTO', 'SAKHO GARCIA DE ANDOIN', '1961-10-17'
'DACIL', 'TALAVERA UYA', '1947-04-28'
'CELIA FRANCISCA', 'AKKAR ARECES', '2000-10-18'
'HIGINIA MARIA', 'GARDO AMAYA', '1925-03-19'
'IBTISAM', 'TAILLEFER JATRI', '2000-04-15'
'RAFAEL FELIX', 'MASRAMON MACHI', '1948-12-03'
'CLAUDIA YANETH', 'JULVEZ RIMBAU', '2011-06-01'
'NICOLETA CATALINA', 'AMATLLER BALA', '1957-02-15'
'KAREN JUDITH', 'MUJICO RAURICH', '2000-01-22'
'ADRIANO', 'ALCIBAR JALAL', '1967-10-12'
'LUISA ESMERALDA', 'MAZARIAS TRIANA', '1993-06-20'
'DANIELA ALEJANDRA', 'O'CONNOR QUINTO', '1983-05-10'
'ALAN CHARLES', 'HORNOS MASRAMON', '1949-12-01'
'JESUS MAXIMO', 'PEREZ DE LA BLANCA CRUZADO', '1929-04-20'
'XAVIER ANDRES', 'OMELLA CABRIADA', '2002-06-01'
'ELENA SOFIA', 'SAMPAIO DEL PORTILLO', '1992-01-25'
'ISAIAH', 'BRIÑAS PARADAS', '2007-09-30'
'GRUIA', 'PAPASEIT BARBANCHO', '1998-01-20'
'MAIDER', 'ROCHE CUENCO', '1934-07-12'
'ENRIQUE VICTOR', 'BONICH BAILLY', '1920-03-06'
'JOSE ANTOLIN', 'BERCEDO SINGH', '1929-10-08'
'RIADH', 'AGUIRRESAROBE SANTABARBARA', '1934-11-13'
'GIORGINA', 'ZANCA MEHMEDOVA', '1962-11-08'
'YAIDEL', 'CELADOR IMPERIAL', '1961-02-11'
'OLIVER ANTONIO', 'VENEGA BUESO', '1949-03-31'
'LAURA INES', 'LENDOIRO BRUGUE', '1927-03-20'
'MARGARITA REYES', 'ECHANOVE DIAO', '1963-01-21'
'ENRIQUE GONZALO', 'IZAGUERRI URGILES', '1931-04-26'
'LUCAS', 'EL HANAFI FONOLLA', '1929-03-28'
'JOSE EDGAR', 'COBLES DAVIA', '1943-04-19'
'ADOSINDA', 'ROTAR CHAVEZ', '2014-10-25'
'IRMA ROCIO', 'SABAN SIENES', '2011-11-26'
'JERONIMO JOSE', 'TEJEL HOMBRE', '1923-03-07'
'ROSMARIE', 'JAVALOY ALBIACH', '2005-04-23'
'REMEDIOS CONCEPCION', 'RAVE SANMIGUEL', '1950-10-19'
'HECTOR PEDRO', 'HAMOUDAN RECASENS', '1920-06-22'
'RAUL DARIO', 'LYNCH CRUSELLAS', '1976-06-12'
'NAJIMA', 'VERDEGAY DIGON', '1987-06-06'
'JOHANNES', 'CURCO GHERGHE', '1947-12-10'
'ANDREI MARIO', 'CHAKKAF UBIETO', '1995-08-02'
'ANTONIO SEGUNDO', 'CUBILLAS BHANDARI', '1985-05-23'
'NOURA', 'TORQUI MACEIRAS', '2004-05-11'
'VLAD IONUT', 'EL HABTI VALMAÑA', '1950-03-29'
'CARMEN VICTORIA', 'LLACH MEZQUIDA', '1922-05-06'
'MARIA CARMEN ELISA', 'CADAVIECO DE EUSEBIO', '1937-08-26'
'ANGELA RAQUEL', 'PUIGCERCOS SALSENCH', '1995-05-26'
'CAROLINA ANTONIA', 'COLLAGUAZO LOSTAL', '1937-03-07'
'ALEX PAUL', 'JABRI SANTOS GARCIA', '1956-01-28'
'ANA RUTH', 'CRESPI CAMBEIRO', '1927-03-11'
'SUMISA', 'FERNANDEZ DE MERA ESTOPAÑAN', '1918-05-29'
'MIA VALENTINA', 'FALCES EJEA', '1930-05-17'
'ADORALINA', 'HAJJI HIGUERUELO', '1940-02-19'
'DANIEL MARCELO', 'DE LA ROCHA BENACHOUR', '1928-12-05'
'PIEDRAS ALBAS', 'VILADOT DILLANA', '1954-04-09'
'SANTIAGO SALVADOR', 'ORTIZ DE LANDALUCE CARBALLES', '1922-03-08'
'MARTIN ALBERTO', 'GARCIA ABADILLO BOUHARRAT', '2009-08-09'
'GUILLERME', 'NEAGU SANTAEULALIA', '1961-07-01'
'ELENA ELIZABETH', 'TOLOZA SCOTT', '1949-02-14'
'MAYRA ALEXANDRA', 'LAPLAZA AMEZTOY', '1930-07-31'
'ANAI', 'PIAZUELO MARECOS', '2012-09-20'
'JOSE JAIME', 'EL BAZ MIURA', '2002-03-29'
'CYNTIA', 'LARRAGA DAVO', '1968-10-18'
'ORLANDO RAFAEL', 'TOURE BELHAJ', '2015-11-17'
'ANGELES MANUELA', 'BONANY ILLUECA', '2000-11-10'
'NINEL', 'GENIZ GONZALEZ DEL CAMPO', '1962-06-13'
'CRISTIAN RAFAEL', 'ARGANDOÑA ATORRASAGASTI', '1997-10-17'
'PETRU PAVEL', 'KOCH PLANO', '1925-07-11'
'IZZA', 'GARCIA SOTO EKHATOR', '1978-12-09'
'AIDAS', 'CORON REHECHO', '1948-06-05'
'EVDOCHIA', 'ORAA SATIZABAL', '2007-06-28'
'ROBERTO ALFREDO', 'TALIDI GARCIA ESCRIBANO', '1924-08-10'
'MIRIAM DOLORES', 'MAREY TAMBADOU', '1934-05-30'
'SONIA MARIA', 'MARZOUK HONRUBIA', '1926-01-20'
'NICOLAE CATALIN', 'BOUDLAL ESBERT', '1987-02-03'
'FELIPE VICENTE', 'CONDURACHE NAGORE', '1992-08-11'
'ANDREEA CATALINA', 'TRINDADE DE NICOLAS', '1998-12-21'
'TOMAS FERNANDO', 'GHINEA TOURE', '1986-03-05'
'NUHAZET', 'BOLOIX CORO', '1936-07-20'
'JUAN JERONIMO', 'FONDEVILA TEJO', '1992-04-29'
'GREGORIO DAVID', 'TORICES RISQUETE', '1950-09-21'
'GHIZLANE', 'ATIKI MOULAY', '1934-05-23'
'MIRIAM ELENA', 'BANU GATO', '2008-06-20'
'DAIAN', 'YAAKOUBI DOMATO', '1927-11-05'
'ASTRID CAROLINA', 'ARBOLEDA JORDI', '1977-06-13'
'MARIA JOLANTA', 'CUENA LUCAN', '1994-08-09'
'CLAUDIO FRANCISCO', 'MORAÑO MERILLAS', '1976-11-10'
'SATURIA', 'MOLEON IDIR', '1940-03-30'
'LUZ ANGELES', 'BRAND RAJADELL', '2012-07-17'
'XIMENA ALEXANDRA', 'JABRANE JOFRE', '1988-01-22'
'ANA DELIA', 'DARANAS CUSINE', '2001-08-25'
'MALEK', 'ESTAUN MINTEGI', '1930-07-24'
'AOMAR', 'GARDEÑES BUMBU', '1977-02-20'
'ELS', 'SUN URRACA', '1969-06-16'
'RUOXI', 'FRANCONETTI SAMIT', '1979-08-26'
'HABANA', 'FAUR BUADES', '1923-06-12'
'MARTIN LORENZO', 'CAGIGOS RICAURTE', '1981-11-01'
'AOUATIF', 'STEPHENS GALEY', '1998-04-12'
'JULIO PABLO', 'DULGHERU KIM', '1971-01-02'
'DOAA', 'GARCIA BALLESTEROS GOTERRIS', '1984-01-24'
'TORSTEN', 'OPOKU BUA', '2012-11-02'
'SEGUNDO PEDRO', 'SARAGURO PALASI', '1997-07-05'
'SIRI', 'KHALED HIJOSA', '1958-12-13'
'JAVIER JULIAN', 'MARTIN POZUELO MAROTTA', '1926-10-24'
'MARINA REYES', 'GABANCHO GORDON', '2008-01-28'
'JOSEP FERRAN', 'QUINDE MORLESIN', '1960-05-24'
'EVANGELIA', 'DIMITROVA TINOCO', '2004-03-27'
'IONEL DANIEL', 'SERAROLS LOMBAS', '1993-06-22'
'JULIA ASCENSION', 'SASETA LLITERAS', '1991-06-02'
'TORIBIA', 'MARTIARTU ARTAZCOZ', '1930-04-17'
'ANAIT', 'CHIHEB KARROUCHI', '1933-06-25'
'MARIA PRECIOSA', 'TINITANA SANTALLA', '2014-11-05'
'JOSEFA ALICIA', 'EL BATTIOUI RAGEL', '1997-03-07'
'CEZARY', 'ZALABARDO VALBUENA', '1963-02-22'
'DELFINO', 'CAMPOY GIUSTI', '1971-04-15'
'ANTONIO ANSELMO', 'ABDALA GOENAGA', '1924-11-03'
'ABDELHALAK', 'SEÑAS ARANAGA', '2000-07-14'
'YESENIA CAROLINA', 'CAMPANO DE LA VARGA', '1942-08-10'
'JOHN COLIN', 'SARGUES FIESTAS', '1997-02-23'
'RUBIELA', 'ALMARCEGUI OLAETXEA', '1956-08-31'
'WALTER ALEXANDER', 'CLAUS MAURIN', '1992-10-14'
'YUFENG', 'SERVIA VIZOSO', '2006-07-09'
'HERMINIA MARIA', 'BARRENA BAÑA', '1981-10-08'
'JAVIER GUILLERMO', 'UTRILLAS CALDERON DE LA BARCA', '1997-11-25'
'JOSE PASCUAL', 'PUNZANO VICOL', '1997-01-17'
'SIMONETTA', 'ACHON FRAGIEL', '1952-01-16'
'MIREN', 'CHAKROUN TARDA', '1993-09-06'
'NICUSOR DANIEL', 'PEREZ SERRANO CARNACEA', '2005-10-11'
'DANIELA MARCELA', 'UNDIANO OSAZUWA', '1994-02-28'
'ALICIA CARMEN', 'ABERASTURI DE CARA', '1919-07-07'
'GLORIA ELSY', 'FONTANILLAS JAITEH', '1959-11-26'
'YUMARA', 'SARRIUGARTE NOUALI', '1931-06-30'
'ROSA EMERITA', 'RELUCIO ORDEIG', '1930-08-13'
'HALID', 'MEDIANO OROPESA', '2015-11-27'
'BEATA MALGORZATA', 'VETAS BARRETT', '1959-08-29'
'GODSPOWER', 'RGHIOUI ASTIAZARAN', '1934-12-14'
'MAGDALENA JOSEFA', 'ETXEBARRIA RUIZ DE EGUILAZ', '2013-06-23'
'ZOILA VICTORIA', 'LLORDES ILZARBE', '1987-07-24'
'ROSA OFELIA', 'VIFORCOS CLOPES', '1954-03-31'
'RAFAEL MAURICIO', 'GRAÑO MEITIN', '1988-12-25'
'MARCELO SEBASTIAN', 'ZAHIR JAVALOYES', '1990-06-25'
'YU', 'SAINERO URTIZBEREA', '1926-10-18'
'JADIYA', 'PUCHOL RETANA', '1976-06-14'
'AGNE', 'BRIGGS FELPETO', '1918-09-28'
'PASCUAL JAVIER', 'URIZAR COBIELLA', '1925-10-08'
'DOMEKA', 'REPULLO FLORENCIANO', '1984-01-23'
'VICTOR PAUL', 'UFARTE PETRICA', '1982-03-06'
'GABRIELA ALEJANDRA', 'DEL VISO JORDANO', '1931-10-01'
'MARIA BETTY', 'TABORDA BRACERO', '2002-01-04'
'EDOARDO', 'DOBRESCU DE JOSE', '1976-03-23'
'IMELDA', 'PUMAR CARRAMAL', '1958-05-03'
'IVAN ESTEBAN', 'SANDHU MONTOZA', '1922-12-25'
'FERNANDO HUGO', 'MALEK SOLAZ', '1963-03-30'
'SARA VANESA', 'OTI BERNAL', '2008-09-19'
'JIA QI', 'FARRIOL DE FEDERICO', '1997-06-26'
'RUDESINDO', 'RABINAL BENEROSO', '1951-01-26'
'RUTH MERY', 'LARAUDOGOITIA CALLARISA', '1963-11-16'
'HECTOR AGUSTIN', 'ALVAREZ DEL REGUERO', '1980-07-12'
'SUSANA INMACULADA', 'GORDILLO NUENO', '1928-04-01'
'MOHSSIN', 'SUTIL ZELEDON', '1968-11-12'
'EMILIA INMACULADA', 'AURE GATON', '1986-04-12'
'ANDRESSA', 'COBREROS MORAZA', '1994-01-28'
'SAADI', 'LURUEÑA AHIDAR', '2005-11-26'
'PAULA NOELIA', 'CHAOUKI TATO', '1931-06-15'
'MARTIN ALFREDO', 'LABAJOS LAMANA', '1919-07-10'
'EUGENIO CARLOS', 'DE MESA CARITG', '1959-07-01'
'EDUARDO ISMAEL', 'HEREDIA SANTA CRUZ', '1985-06-29'
'HANNIBAL', 'MOURENZA SALMI', '1939-11-07'
'CALA', 'GILER ARRIBILLAGA', '1999-10-31'
'VSEVOLOD', 'FORNIS MAAMRI', '1960-01-19'
'ZHIBIN', 'FURDUI SABADELL', '1986-01-27'
'MADELEN', 'MOULOUD AZMANI', '1988-10-12'
'ROFAYDA', 'VEA VIUDES', '1928-11-01'
'MANUELA MARGARITA', 'OCAÑA AURED', '2002-11-13'
'ALFONSO MARIA', 'CALLERO SEGALES', '1977-11-23'
'DACIANA', 'EVARISTO GURBINDO', '1976-01-14'
'HATOU', 'MORAL GUAYANAY', '1998-07-02'
'EMILIO GREGORIO', 'NIN GALBETE', '1984-10-07'
'EZEQUIEL FRANCISCO', 'LOPEZ DE MURILLAS SORRENTINO', '1983-09-16'
'JUAN BERNABE', 'FLAQUER PIRIZ', '1959-04-04'
'ANA MARY', 'ITURRIOZ GAMERO', '1950-07-24'
'ANDREA JULIA', 'ECHEVARRIETA EUGUI', '1922-03-30'
'MERCEDES MAGDALENA', 'CARUANA MIRASOL', '1993-08-06'
'MARIA AMERICA', 'LUCES ALMAZO', '1977-04-12'
'ANA LUCIA', 'DIEYE POLANIA', '1992-01-14'
'EMMA ELIZABETH', 'GARCIA DE EULATE DADDA', '1962-07-28'
'JOSE OSWALDO', 'GOICOCHEA MESRAR', '1987-06-04'
'MAYERLIN', 'BARCINA REDREJO', '1949-07-27'
'SANDRA RAQUEL', 'GASULLA VITORIA', '1960-06-20'
'LUCIDIA', 'ALENTADO LLAGAS', '1996-06-18'
'CLAUDIA JOSEFINA', 'MELGOSA YUS', '1970-02-17'
'JULIANA CARMEN', 'CURRA MEHDAOUI', '1994-09-05'
'ABDELRAHIM', 'ASTILLERO ANDRONACHE', '2009-07-17'
'MANUELA GUADALUPE', 'TRASHORRAS PAN', '1930-06-14'
'ENRIQUE LUIS', 'OJALVO CIMPOERU', '2003-01-31'
'FAUSTINO MANUEL', 'ARDAO ONDO', '1967-04-08'
'GLADYS MARIA', 'GUARDEÑO AVILEO', '1968-10-04'
'GABRIELLY', 'SABIO FERRUELO', '1929-02-01'
'MARIA VIOLANTE', 'SANJUAS IJAZ', '1976-11-15'
'MYRIAM CECILIA', 'CABALLER LEE', '1982-08-30'
'ISABEL BLANCA', 'HUELMO LINAREZ', '2003-02-07'
'JOAN ESTEVE', 'MANONELLES MACIAN', '2004-10-05'
'JOAO AUGUSTO', 'TERCEROS ALAMILLO', '1984-01-13'
'NICOLAE RAZVAN', 'CASTILLO ALCEGA', '2006-09-23'
'SANTIAGO EZEQUIEL', 'JAEN GANGA', '1918-09-29'
'ODAIR', 'CEPEDAL ZAPERO', '1922-12-13'
'MONICA VANESSA', 'ZUBIARRAIN COLIAS', '2007-07-17'
'CRISTINA SONIA', 'SAVU RICOS', '1956-05-06'
'XULIAN', 'VILAVEDRA JMILI', '1988-02-21'
'ERIKA FERNANDA', 'ANADON CORCOY', '1974-07-28'
'XUHONG', 'RABHI SANT', '1985-02-13'
'JESUS LEOPOLDO', 'PROUS GRAN', '1932-09-17'
'MARIANO JESUS', 'CHOZA ARMESTO', '1963-04-19'
'MAGUETTE', 'ALBESA CUIÑAS', '1961-06-05'
'ARTEMIS', 'BACIGALUPE MOUNTASSIR', '2005-11-05'
'GALO JAVIER', 'GIUSTI BOZALONGO', '1957-05-18'
'ANDREA BIANCA', 'URREGO LACA', '1998-03-16'
'DIDAC', 'BERROCAL COQUILLAT', '1994-05-16'
'AGNESA', 'TRONCH ORZA', '1952-11-25'
'SALVINA', 'FRONTAURA SUBIRON', '1997-11-30'
'BALDOMERO', 'CHAUCA GOSENDE', '1974-01-31'
'FABIOLA ROCIO', 'GILES ROTLLANT', '1976-07-06'
'DANIELA CARMEN', 'CIMADEVILLA BASTARDAS', '1989-12-07'
'MANUELA MARGARITA', 'DIENTE GRANJA', '1941-12-20'
'RODRIGO ALFONSO', 'TRAVIESO BACHIRI', '1946-07-06'
'MOHAMED SAMI', 'BARCELONA LUCUMI', '1923-08-03'
'JULIAN RICARDO', 'NOREEN CAMPANERA', '1960-11-10'
'PALMIRA', 'BEN SALAH TORALES', '2013-07-10'
'ELENA BIANCA', 'FERRAZ OTERO', '2005-01-25'
'XINFENG', 'DEL VAL REGUEIRA', '1982-02-28'
'NICOLAE FLORIN', 'SHARPE SHERPA', '1969-10-09'
'QIAO', 'AHUFINGER CAUNEDO', '1925-04-13'
'REHAN', 'LOURIDO GUARDEÑO', '2000-12-07'
'LUIS CANDELAS', 'ROGLA PONTONES', '1980-08-06'
'VERONICA VALLE', 'MEDIN DE ARCE', '1959-02-06'
'ALINA MONICA', 'ABELLON DEMIR', '1920-02-14'
'LUCILIA', 'BELKACEMI TELLITU', '1928-04-28'
'MONICA ELISA', 'BEASCOECHEA FERNANDEZ DE CASTRO', '1962-02-02'
'ADELFA', 'DESIDERIO LANGA', '1964-02-03'
'WILLIAM', 'MILLAR UCIN', '1956-11-18'
'AMMARA', 'BUCARAT MARTIAÑEZ', '1947-10-01'
'JI', 'RUBI FORNIELES', '2013-09-04'
'CARMINIA', 'SCURTU LUENGOS', '1994-04-28'
'NOURDINE', 'FERNANDEZ DE GAMBOA AMRANI', '1924-12-20'
'HAYTHAM', 'BOLINAGA CAVESTANY', '2012-08-13'
'UXUA', 'QUIZA GRIMALDOS', '2011-07-18'
'HUGO ERNESTO', 'AJATES PRADEL', '1958-01-01'
'RADU GHEORGHE', 'ESCAÑUELA BACO', '1918-06-22'
'MARIA AIXA', 'CHINER CARABIAS', '1963-11-07'
'TOMASZ STANISLAW', 'LEFTER ÑECO', '2007-08-13'
'NEDKO', 'MEDAL HERENAS', '1920-07-08'
'JUANA HERMINIA', 'NAZARYAN REDECILLAS', '1964-02-11'
'CLARITA', 'XING BARROS', '1927-11-17'
'JOSE SENEN', 'MILLERA HAMADA', '1983-02-09'
'JORDI ARNAU', 'RAMBAUD TODA', '1960-12-21'
'ENEDINA', 'MARQUEÑO ROVIROSA', '1943-07-19'
'GURMIT', 'GUILLAN RICAURTE', '1949-10-02'
'AKAKI', 'HERBELLO EL GHARIB', '1961-05-10'
'ROSIMAR', 'USANO SIMONET', '1997-03-21'
'SONIA MERCEDES', 'ALBET BAREIRO', '1938-03-07'
'MAME FATOU', 'PETERS SEBBAR', '1954-11-10'
'IZOTZ', 'MENDY MARTIN ALBO', '1969-02-19'
'MICHAEL LEONARD', 'PEDRO AMOS', '1957-03-30'
'MARIA ISIDORA', 'SOSA GOMEZ MILLAN', '1931-03-30'
'ROSINEIDE', 'DIAWARA TOSTADO', '1990-01-21'
'OCTAVIO JOSE', 'SERNANDEZ PETRO', '1942-06-24'
'ALMAS', 'ESSADIK SARDA', '1974-10-04'
'ELKA', 'MERROUN DE LA MUELA', '1941-05-26'
'EULOGIO JOSE', 'LEWIS COLET', '1972-04-05'
'ACELINA', 'MASDEMONT CURSACH', '1939-11-17'
'DAN GHEORGHE', 'RIPALDA DUOCASTELLA', '1957-04-28'
'NISMA', 'LOSCOS CORTECERO', '1982-12-31'
'JULIA ANNA', 'ABAROA HADDADI', '1926-09-21'
'LIA', 'ARDERIU MOSQUEA', '1972-11-11'
'GILDO', 'TANASIE BOGALLO', '1974-04-23'
'ANDREA EUGENIA', 'DELAS AURELL', '1923-09-25'
'AGAPITO', 'GOMEZ CALCERRADA SIDHU', '1951-08-03'
'OLGA LEONOR', 'MANSERGAS MAREGA', '1918-11-08'
'LEONARDO ANTONIO', 'OFICIALDEGUI BRAOJOS', '1991-10-01'
'ESTRELLA ROCIO', 'CATALINAS CONCEJO', '1989-04-16'
'ARANE', 'CALEYA SPASOVA', '1974-10-28'
'TOM', 'TEJAS BLANCA', '2012-04-24'
'PIADOSA', 'DASILVA OSPINA', '1929-03-22'
'SERGIO ALVARO', 'DORAO ENFEDAQUE', '2014-08-09'
'JUNE MARGARET', 'ARASIL POLISHCHUK', '1932-11-16'
'SAM', 'CIRUGEDA CANEPA', '1945-07-25'
'NICOLAE DRAGOS', 'TALBI PACIFICO', '2010-09-01'
'MAGHNIA', 'VERACRUZ IDAÑEZ', '1950-01-23'
'MICHELE MARIE', 'FISHER ALEDON', '1925-02-21'
'FIDEL ANTONIO', 'PORTU OZORES', '1939-06-28'
'GERARD', 'DEL CARPIO LESCANO', '1964-06-02'
'HERMINIA MARIA', 'KHOUYI COUSILLAS', '1919-02-24'
'MARIA MADALINA', 'FLORIA DE CEA', '1928-10-17'
'JENNY MARIA', 'OSCA SOCA', '1982-02-09'
'RAMONA VICTORIA', 'ENA SAMBA', '1971-06-05'
'ELENA AMPARO', 'CETINA LOSTADO', '1991-02-18'
'GONZALA', 'SCHUBERT HERMOSA', '1990-03-27'
'ALEXANDRA IONELA', 'GRIJALVO SADORNIL', '1943-12-13'
'OUTHMANE', 'SACIDO CARCELES', '1999-04-28'
'HUMBERTO MANUEL', 'BACHA RUESTES', '1938-05-23'
'JITKA', 'MONTALVA FABRE', '1935-01-24'
'NADAL', 'RONCO BOUDA', '1944-10-06'
'GUSTAVO JORGE', 'CARCASONA CANONICO', '1930-10-08'
'SANTOS', 'DUAIGUES BAÑA', '1945-03-22'
'LAURA ELISABETH', 'PINTOR RUMENOV', '2005-05-10'
'DANIEL CRISTO', 'YEGROS BRETOS', '2003-09-02'
'INGRID', 'SAIS SAENZ DE PIPAON', '1922-02-21'
'YENEIRA', 'FAURE GUMERSINDO', '2015-05-26'
'MARIA MADALENA', 'ALBUERA FAILDE', '1955-10-05'
'ESTRELLA MARINA', 'JORDANO CANGA', '1968-02-05'
'ANGEL JULIO', 'GORRIS CUBILLOS', '1982-10-27'
'GIAN CARLOS', 'CACERES GALERA', '1958-10-06'
'SOUMYA', 'AMJAHAD MESKINI', '1991-11-24'
'AFRICA ISABEL', 'SIRIA ALBUSAC', '1988-10-20'
'FLORO', 'BONAÑO BALLVE', '1943-11-27'
'CARMEN HELENA', 'GONZALEZ ALEJA DE FRUTOS', '1995-10-09'
'ALTHEA', 'BENALLA PINA', '1976-06-27'
'YAREK', 'ORIBE GATNAU', '1955-09-13'
'ZHIYONG', 'ALIA CAETANO', '2006-06-09'
'TONI', 'VALIÑA TERRADES', '1984-04-17'
'JULIA ROCIO', 'PONTE MUNERA', '1921-08-28'
'OSCAR MIGUEL', 'MIRABAL VITUTIA', '1997-01-03'
'ROMICA', 'EMILIO GRAJEDA', '1981-03-07'
'FARHA', 'VIDAGANY ALBERTI', '2003-05-25'
'CINTO', 'ELICHE BOMBA', '1940-12-05'
'NIDAL', 'TAIPE ARANALDE', '1946-02-10'
'MIRIAN LORENA', 'EL FILALI SAN SEGUNDO', '1994-01-29'
'MIRTA BEATRIZ', 'GARCIA GIL RANDEZ', '1962-07-08'
'YILING', 'MONNE BERNIS', '1974-09-02'
'GABRIELA PAULA', 'MONASTERIO ARDID', '1962-03-21'
'MONSTSERRAT', 'GARGIULO ERDOZAIN', '1978-10-12'
'LUYAO', 'MONTSENY BEDON', '1955-01-04'
'ANGELES ROCIO', 'FROILAN DELHOM', '2006-10-10'
